0	0.5567747788425216
1	0.5228187228777595
2	0.5228187228777595
3	0.5816824714097143
4	0.6514958002288692
5	0.5650698459528914
6	0.652396640346854
7	0.5369267207045919
8	0.5317499409134405
9	0.529801240216485
10	0.580214698685923
11	0.7508133968136109
12	0.7508133968136109
13	0.6868560063125481
14	0.6004021064843933
15	0.5078799754023349
16	0.560857932868303
17	0.5384989015343963
18	0.5384989015343963
19	0.548735724178505
20	0.5611689900623518
21	0.4902709851173687
22	0.5627536740724767
23	0.5627536740724767
24	0.5418054922409234
25	0.5068988439457862
26	0.5850956710351668
27	0.5850956710351668
28	0.5258530994976215
29	0.5389097949502921
30	0.5620987971775594
31	0.5196160682508545
32	0.551166957595205
33	0.5294709337317495
34	0.6396076431681768
35	0.563405588552554
36	0.563405588552554
37	0.5419898839312857
38	0.6061943402627024
39	0.5144962153071355
40	0.6181506762182646
41	0.557879992588921
42	0.5296433187005929
43	0.6126767816860071
44	0.5358254633011502
45	0.5123544042012054
46	0.5831292120523484
47	0.6184726143978491
48	0.6036791963295658
49	0.5370259656336047
